Vehicle_Type,Public Vehicle Number,Status,Vehicle_Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,Record ID
Ambulance,5122,INACTIVE,FORD,E350,2014,BLACK,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",TINLEY PARK,IL,5122Ambulance
Taxi,3129,ACTIVE,FORD,ESCAPE,2011,RED/CREAM,Hybrid,N,MET CAB COMPANY,CHICAGO,IL,3129Taxi
Livery,9188,INACTIVE,LINCOLN,TOWN CAR,2006,BLACK,Gasoline,N,ROMAN SLIVICH,CHICAGO,IL,9188Livery
Taxi,4152,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,LEIPZIG TAXI LLC,CHICAGO,IL,4152Taxi
Livery,8068,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,BLACK & BLACK LIMO INC.,CHICAGO,IL,8068Livery
Livery,7816,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,BLACK EAGLE LIMOUSINE INC,CHICAGO,IL,7816Livery
Livery,8399,ACTIVE,CADILLAC,ESCALADE,2014,BLACK,Gasoline,N,HARRISON GLOBAL LLC,CHICAGO,IL,8399Livery
Taxi,1529,ACTIVE,FORD,ESCAPE,2011,YELLOW,Compressed Natural Gas,N,JSP CAB CORP.,CHICAGO,IL,1529Taxi
Taxi,6675,ACTIVE,DODGE,CARAVAN,2009,WHITE,Flex Fuel,N,SAALA INC,CHICAGO,IL,6675Taxi
Livery,9306,INACTIVE,MERCEDES,BENZ,2005,BLACK,Gasoline,N,INTER-CONTINENTAL LIMOUSINE SERVICE INC,CHICAGO,IL,9306Livery
Taxi,5290,ACTIVE,TOYOTA,PRIUS,2011,BLUE/WHITE,Gasoline,N,"ARFI, INC",CHICAGO,IL,5290Taxi
Livery,8933,INACTIVE,LINCOLN,TOWN CAR,2006,BLACK,Gasoline,N,BO PEEP LIVERY SERVICE,CHICAGO,IL,8933Livery
Taxi,1143,ACTIVE,FORD,C-MAX,2013,ORANGE/BLUE,Hybrid,N,GRAPEVINE TAXI LLC,CHICAGO,IL,1143Taxi
Taxi,1357,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO SEVEN INC,CHICAGO,IL,1357Taxi
Taxi,3901,ACTIVE,TOYOTA,SCION,2011,WHITE/STARS/STRIPES,Gasoline,N,CHICAGO JACAL HACKING CORP,CHICAGO,IL,3901Taxi
Taxi,6522,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,"OWAIS IMAN, CORP.",CHICAGO,IL,6522Taxi
Taxi,89,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,GREVENA CORP,CHICAGO,IL,89Taxi
Taxi,5119,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,MOHAMMAD A. AHMED,CHICAGO,IL,5119Taxi
Taxi,560,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,JESSIE TRANS INC,CHICAGO,IL,560Taxi
Livery,9134,INACTIVE,FORD,CROWN VICTORIA,2004,BLACK,Gasoline,N,AMICLE APOLLON,CHICAGO,IL,9134Livery
Taxi,2921,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,"ALICKOLLI, INC.",CHICAGO,IL,2921Taxi
Taxi,5129,ACTIVE,TOYOTA,PRIUS,2011,GOLD,Hybrid,N,MENGISTI TAXI CO.,CHICAGO,IL,5129Taxi
Taxi,3115,ACTIVE,TOYOTA,CAMRY,2009,WHITE/BLUE/STRIPES,Hybrid,N,DELL CAB COMPANY,CHICAGO,IL,3115Taxi
Taxi,6444,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,"CHICAGO POLO XVI, INC",CHICAGO,IL,6444Taxi
Ambulance,5176,INACTIVE,FORD,E350,2014,BLACK,Gasoline,N,TOWER AMBULANCE,CHICAGO,IL,5176Ambulance
Taxi,515,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,BOULEVARD CORP,CHICAGO,IL,515Taxi
Charter Sightseeing,7276,ACTIVE,FREIGHLINE,TROLLEY,2004,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,7276Charter Sightseeing
Ambulance,5643,RESERVED,FORD,S341,2007,RED/WHITE,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",TINLEY PARK,IL,5643Ambulance
Taxi,1223,ACTIVE,TOYOTA,RAV4,2011,GRAY/WHITE,Gasoline,N,BENIANA INC.,CHICAGO,IL,1223Taxi
Ambulance,731042,ACTIVE,FORD,E350,2013,WHITE,Gasoline,N,KURTZ AMBULANCE SERVICE INC,NEW LENOX,IL,731042Ambulance
Taxi,6824,ACTIVE,FORD,ESCAPE,2011,YELLOW,Compressed Natural Gas,N,NECT 28 LLC,CHICAGO,IL,6824Taxi
Taxi,4862,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,NOVEMBER CAB CORP.,CHICAGO,IL,4862Taxi
Livery,9548,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,JAB LIMO INC,CHICAGO,IL,9548Livery
Taxi,5377,FORECLOSURE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,NEIMUS ALEXUS CAB CO,CHICAGO,IL,5377Taxi
Livery,7881,RESERVED,LINCOLN,MKS,2014,BLACK,Gasoline,N,A M Z LIMO INC,CHICAGO,IL,7881Livery
Taxi,6826,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,N & M GRANDKIDS HACKING CORP.,CHICAGO,IL,6826Taxi
Taxi,5233,ACTIVE,FORD,FUSION,2012,YELLOW,Hybrid,N,N & M FULTON TRANSPORTATION INC,CHICAGO,IL,5233Taxi
Livery,9251,INACTIVE,LINCOLN,NAVIGATOR,2008,BLACK,Gasoline,N,"AAH 101, INC",CHICAGO,IL,9251Livery
Taxi,1895,ACTIVE,NISSAN,ALTIMA,2011,WHITE/BLUE,Hybrid,N,AOA TRANS INC,CHICAGO,IL,1895Taxi
Taxi,648,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,COMFORTING NEST TRANS INC,CHICAGO,IL,648Taxi
Taxi,2433,ACTIVE,VPG,MV-1,2012,YELLOW,Compressed Natural Gas,Y,MIKHALIA CABS THREE INC,CHICAGO,IL,2433Taxi
Taxi,1816,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,NAIMA TRANS INC,CHICAGO,IL,1816Taxi
Taxi,5997,ACTIVE,DODGE,GRAND CARAVAN,2012,WHITE/BLACK/STRIPES,Gasoline,N,AW SERVICES INC,CHICAGO,IL,5997Taxi
Taxi,1532,ACTIVE,TOYOTA,PRIUS,2012,MAROON/GOLD/STRIPES,Hybrid,N,JAKE TRANSIT CO.,CHICAGO,IL,1532Taxi
Taxi,6640,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,EDEN ROC TRANSIT LLC,CHICAGO,IL,6640Taxi
Taxi,478,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,CHICAGO,IL,478Taxi
Taxi,3533,ACTIVE,TOYOTA,PRIUS,2011,WHITE,Hybrid,N,CHICAGO TITAN LLC,CHICAGO,IL,3533Taxi
Livery,9556,INACTIVE,LINCOLN,TOWN CAR,2009,BLACK,Gasoline,N,MARIO N CHAMISHKI,CHICAGO,IL,9556Livery
Livery,8280,ACTIVE,MERCEDES,GL350,2012,BLACK,Gasoline,N,CHICAGO CONNECTION LIMO INC,CHICAGO,IL,8280Livery
Livery,7648,ACTIVE,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,Z S A INC,CHICAGO,IL,7648Livery
Taxi,5133,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,DANUVIO CAB CO,CHICAGO,IL,5133Taxi
Livery,7638,RESERVED,MERCURY,GRAND MARQUIS,2009,WHITE,Gasoline,N,Majestic Livery Service Inc,CHICAGO,IL,7638Livery
Charter Sightseeing,13417,ACTIVE,FORD,F350,2000,WHITE,Gasoline,N,LARRY YOUNG,CHICAGO,IL,13417Charter Sightseeing
Taxi,6221,ACTIVE,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,JIM CAB CO,CHICAGO,IL,6221Taxi
Taxi,5541,ACTIVE,TOYOTA,PRIUS,2014,MAROON/GOLD/STRIPES,Hybrid,N,ZHANET CAB CORP,CHICAGO,IL,5541Taxi
Charter Sightseeing,13777,ACTIVE,MERCEDES,SPRINTER,2011,BLACK,Gasoline,N,INTER-CONTINENTAL LIMO SERVICES INC,CHICAGO,IL,13777Charter Sightseeing
Taxi,191,ACTIVE,TOYOTA,PRIUS,2013,CREAM/GREEN,Hybrid,N,DANIEL AND MONIQUE CAB CORP.,CHICAGO,IL,191Taxi
Taxi,6093,ACTIVE,TOYOTA,SCION,2012,WHITE,Gasoline,N,"BOLBLIK, INC.",CHICAGO,IL,6093Taxi
Taxi,4440,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,SILKY CAB CORP.,CHICAGO,IL,4440Taxi
Taxi,5992,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,7TH AVENUE TAXI CORP.,CHICAGO,IL,5992Taxi
Taxi,2671,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,SOPHIE TAXI LLC,CHICAGO,IL,2671Taxi
Taxi,2709,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLUE,Hybrid,N,SPHAN RIDE INC.,CHICAGO,IL,2709Taxi
Taxi,4176,ACTIVE,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,IL 4 CORP.,CHICAGO,IL,4176Taxi
Taxi,6447,ACTIVE,TOYOTA,PRIUS,2013,GRAY/WHITE,Hybrid,N,"MASSAWA, INC.",CHICAGO,IL,6447Taxi
Ambulance,5461,RESERVED,FORD,E350,2005,WHITE/RED,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,5461Ambulance
Taxi,3338,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,N,SULEMAN INC,CHICAGO,IL,3338Taxi
Taxi,4114,ACTIVE,FORD,ESCAPE,2011,MAROON/GOLD/STRIPES,Hybrid,N,"SIRO, INC.",CHICAGO,IL,4114Taxi
Livery,7725,ACTIVE,CHRYSLER,300SER,2014,BLACK,Gasoline,N,RNK LLC,CHICAGO,IL,7725Livery
Medicar,13398,ACTIVE,TOYOTA,SIENNA,2011,GRAY,Gasoline,N,ILLINOIS MEDI-CAR INC,ELMHURST,IL,13398Medicar
Taxi,6913,ACTIVE,TOYOTA,PRIUS,2014,MAROON/BLUE/STRIPES,Hybrid,N,ZABOR CAB CORP.,CHICAGO,IL,6913Taxi
Taxi,1951,ACTIVE,FORD,ESCAPE,2011,MAROON/BLUE/STRIPES,Hybrid,N,SAMUEL TAXI CORP,CHICAGO,IL,1951Taxi
Taxi,6925,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,TESLA TAXI LLC,CHICAGO,IL,6925Taxi
Taxi,3009,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,NUT TREE CAB CO,CHICAGO,IL,3009Taxi
Taxi,3487,ACTIVE,TOYOTA,CAMRY,2013,WHITE/STARS/STRIPES,Hybrid,N,MASHAD INC.,CHICAGO,IL,3487Taxi
Medicar,5851,RESERVED,FORD,ECONOLINE,2005,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,5851Medicar
Taxi,921,ACTIVE,FORD,CROWN VICTORIA,2010,WHITE/BLUE,Flex Fuel,N,MEDALLION FUNDING CHICAGO CORP IV,CHICAGO,IL,921Taxi
Livery,9958,ACTIVE,LINCOLN,NAVIGATOR,2014,BLACK,Gasoline,N,"American Limousine Charters, Inc",CHICAGO,IL,9958Livery
Livery,9705,RESERVED,LINCOLN,TOWN CAR,2007,BLACK,Gasoline,N,JULIAN  LIMOUSINE SERVICE,CHICAGO,IL,9705Livery
Livery,9675,ACTIVE,FORD,EXPEDITION,2011,BLACK,Gasoline,N,ALTMAN HINES CHAUFERED LIMOS & SEDAN INC,CHICAGO,IL,9675Livery
Taxi,6937,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO RUNNERS INC,CHICAGO,IL,6937Taxi
Taxi,5909,ACTIVE,TOYOTA,PRIUS,2013,GRAY/WHITE,Hybrid,N,METSEWA TAXI CORP,CHICAGO,IL,5909Taxi
Livery,8550,ACTIVE,CADILLAC,XTS,2013,BLACK,Gasoline,N,KALOYAN D PETROV,CHICAGO,IL,8550Livery
Ambulance,80850,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,MOKENA,IL,80850Ambulance
Taxi,538,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,N,MCCAB VIII CORP.,CHICAGO,IL,538Taxi
Livery,9534,RESERVED,LINCOLN,TOWN CAR,2007,WHITE,Gasoline,N,"""AT YOUR SERVICE LIMOUSINE"" ENTERPRISE INC.",CHICAGO,IL,9534Livery
Taxi,5624,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,ANGEL TAXI CORP,CHICAGO,IL,5624Taxi
Taxi,1909,ACTIVE,TOYOTA,SCION,2011,YELLOW,Gasoline,N,EAGLE RIDE INC,CHICAGO,IL,1909Taxi
Ambulance,5668,RESERVED,FORD,E350,2008,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",CHICAGO,IL,5668Ambulance
Taxi,4223,ACTIVE,TOYOTA,PRIUS,2009,CREAM/GREEN,Hybrid,N,GUL CAB CORP,CHICAGO,IL,4223Taxi
Taxi,5226,ACTIVE,TOYOTA,RAV4,2014,CREAM/GREEN,Gasoline,N,AMMKO CAB CO,CHICAGO,IL,5226Taxi
Taxi,572,ACTIVE,NISSAN,ALTIMA,2010,ORANGE/BLUE,Hybrid,N,SIX GEMS LLC,CHICAGO,IL,572Taxi
Livery,7392,ACTIVE,GMC,YUKON,2014,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,7392Livery
Charter Sightseeing,15503,ACTIVE,FORD,F650,2014,BLACK,Gasoline,N,M & M LIMOUSINE SERVICE INC,CHICAGO,IL,15503Charter Sightseeing
Taxi,271,ACTIVE,FORD,ESCAPE,2011,WHITE,Compressed Natural Gas,N,TAURUS CAB INC,CHICAGO,IL,271Taxi
Taxi,6560,ACTIVE,TOYOTA,CAMRY,2011,WHITE/STARS/STRIPES,Hybrid,N,K AND B HACKING CHICAGO CORP.,CHICAGO,IL,6560Taxi
Taxi,6125,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,BRI KAY HACKING CHICAGO CORP.,CHICAGO,IL,6125Taxi
Taxi,6530,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,"LUCKY SEVEN CHICAGO, INC.",CHICAGO,IL,6530Taxi
Taxi,4076,ACTIVE,TOYOTA,SCION,2012,BLUE/WHITE,Gasoline,N,RED SEA EXPRESS INC,CHICAGO,IL,4076Taxi
Taxi,774,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP I,CHICAGO,IL,774Taxi
Livery,9887,ACTIVE,LINCOLN,NAVIGATOR,2014,BLACK,Gasoline,N,FREDDY LIMO & MORE INC,CHICAGO,IL,9887Livery
Livery,8539,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,"SPACETIME LIMOUSINE, INC.",CHICAGO,IL,8539Livery
Livery,7199,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,CAREY LIMOUSINE CHICAGO INC,CHICAGO,IL,7199Livery
Taxi,6081,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLUE/STRIPES,Hybrid,N,IDEAL CAB COMPANY,CHICAGO,IL,6081Taxi
Livery,8168,ACTIVE,LINCOLN,NAVIGATOR,2011,BLACK,Gasoline,N,BOMBAY LIMOUSINE SERVICES INC,CHICAGO,IL,8168Livery
Livery,9775,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,CLUB CHITOWN LIMOUSINE INC,CHICAGO,IL,9775Livery
Taxi,3613,ACTIVE,TOYOTA,CAMRY,2012,CREAM/GREEN,Hybrid,N,GOOD LUCK CAB CORP,CHICAGO,IL,3613Taxi
Taxi,4634,ACTIVE,TOYOTA,PRIUS,2014,ORANGE/BLUE,Hybrid,N,THANKSGIVING TAXI LLC,CHICAGO,IL,4634Taxi
Taxi,5749,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,BAGGIA INC,CHICAGO,IL,5749Taxi
Livery,9439,ACTIVE,MERCEDES,S550,2015,BLACK,Gasoline,N,LIMO CORP OF CHICAGO INC,CHICAGO,IL,9439Livery
Taxi,3509,ACTIVE,TOYOTA,PRIUS,2010,WHITE/BLUE,Hybrid,N,TAZANGI CAB CO,CHICAGO,IL,3509Taxi
Taxi,3371,ACTIVE,TOYOTA,SCION,2012,YELLOW,Gasoline,N,MO-MONEY CAB CO,CHICAGO,IL,3371Taxi
Ambulance,817728,ACTIVE,FORD,E350,2011,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",CHICAGO,IL,817728Ambulance
Taxi,3851,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,SANG IN,CHICAGO,IL,3851Taxi
Livery,7808,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,SAID OWAYA SADA,CHICAGO,IL,7808Livery
Livery,7625,ACTIVE,LINCOLN,NAVIGATOR,2014,WHITE,Gasoline,N,O'HARE-MIDWAY LIMOUSINE SRV #2,CHICAGO,IL,7625Livery
Taxi,2393,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,JUHI INC,CHICAGO,IL,2393Taxi
Ambulance,5557,ACTIVE,MERCEDES,SPRINTER,2012,WHITE/ORANGE,Diesel,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5557Ambulance
Taxi,3988,ACTIVE,TOYOTA,PRIUS,2012,GRAY/WHITE,Hybrid,N,BOAKYE CORPORATION,CHICAGO,IL,3988Taxi
Livery,8184,ACTIVE,LINCOLN,MKS,2013,BLACK,Gasoline,N,CLICK ONE LIMO INC,CHICAGO,IL,8184Livery
Livery,8710,INACTIVE,LINCOLN,TOWN CAR,2004,BLACK,Gasoline,N,ELITE LIMOUSINE SERVICE INC,CHICAGO,IL,8710Livery
Livery,9809,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,"MARS LIMOUSINE, INC.",CHICAGO,IL,9809Livery
Taxi,410,ACTIVE,TOYOTA,PRIUS,2014,ORANGE/BLUE,Hybrid,N,WINDSOR CASTLE TAXI LLC,CHICAGO,IL,410Taxi
Taxi,1564,ACTIVE,FORD,FUSION,2014,YELLOW,Hybrid,N,TAHITI TAXI LTD,CHICAGO,IL,1564Taxi
Taxi,1475,ACTIVE,TOYOTA,SIENNA,2011,CREAM/BLUE,Gasoline,N,PETER OKYERE CAB INC,CHICAGO,IL,1475Taxi
Taxi,531,ACTIVE,TOYOTA,PRIUS,2012,BLUE/WHITE,Hybrid,N,PATRICIA CAB CORP,CHICAGO,IL,531Taxi
Taxi,1205,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,"WADOOD, INC",CHICAGO,IL,1205Taxi
Livery,7040,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,MOVENPICK LIMO SERVICE INC,CHICAGO,IL,7040Livery
Livery,8122,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,ROYAL CHARIOT INC,CHICAGO,IL,8122Livery
Livery,7399,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,ALBERT'S CHAUFFEURING INC,CHICAGO,IL,7399Livery
Ambulance,5435,INACTIVE,FORD,E350,2006,WHITE/BLUE,Gasoline,N,AMBULANCE TRANSPORTATION INC,TINLEY PARK,IL,5435Ambulance
Livery,9779,ACTIVE,LINCOLN,TOWN CAR,2010,BLACK,Gasoline,N,N & M LIMO SERVICE INC,CHICAGO,IL,9779Livery
Taxi,2578,ACTIVE,NISSAN,ALTIMA,2010,ORANGE/BLUE,Hybrid,N,SANTORINI FIVE CAB CORP.,CHICAGO,IL,2578Taxi
Livery,8409,ACTIVE,GMC,YUKON,2013,BLACK,Gasoline,N,GEORGI M GERGOV,CHICAGO,IL,8409Livery
Taxi,2419,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,RAMALLA CAB CO,CHICAGO,IL,2419Taxi
Taxi,1392,ACTIVE,TOYOTA,PRIUS,2014,ORANGE/BLUE,Hybrid,N,OAK TAXI LLC,CHICAGO,IL,1392Taxi
Livery,8394,ACTIVE,LINCOLN,MKS,2011,BLACK,Gasoline,N,RIMAS DIDIULIS,CHICAGO,IL,8394Livery
Taxi,6797,ACTIVE,FORD,ESCAPE,2011,MAROON/BLUE/STRIPES,Hybrid,N,PAULA H CORP.,CHICAGO,IL,6797Taxi
Taxi,1926,ACTIVE,TOYOTA,PRIUS,2013,WHITE/STARS/STRIPES,Hybrid,N,NICOLAE TOMA,CHICAGO,IL,1926Taxi
Taxi,6970,INACTIVE,TOYOTA,PRIUS,2013,BLACK,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,6970Taxi
Taxi,1100,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,MANASRAH INC,CHICAGO,IL,1100Taxi
Taxi,1545,ACTIVE,FORD,ESCAPE,2010,WHITE/STARS/STRIPES,Flex Fuel,N,MARCO CAB CO,CHICAGO,IL,1545Taxi
Ambulance,5520,ACTIVE,FORD,E350,2010,WHITE/BLUE,Gasoline,N,AMBULANCE TRANSPORTATION INC,TINLEY PARK,IL,5520Ambulance
Livery,8472,ACTIVE,CADILLAC,XTS,2014,BLACK,Gasoline,N,D T & C GLOBAL MANAGEMENT LLC,CHICAGO,IL,8472Livery
Livery,7027,ACTIVE,CADILLAC,XTS,2013,BLACK,Gasoline,N,"Clockwork Limousine, Inc.",CHICAGO,IL,7027Livery
Taxi,3507,ACTIVE,FORD,CROWN VICTORIA,2010,WHITE/BLUE,Flex Fuel,N,MCCAB XXI CORP.,CHICAGO,IL,3507Taxi
Taxi,1388,ACTIVE,FORD,FUSION,2014,YELLOW,Hybrid,N,NATALIA TAXI CORP.,CHICAGO,IL,1388Taxi
Taxi,1441,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,HEART OF CHICAGO EXPRESS INC.,CHICAGO,IL,1441Taxi
Taxi,1038,ACTIVE,FORD,ESCAPE,2011,YELLOW,Compressed Natural Gas,N,NECT 43 LLC,CHICAGO,IL,1038Taxi
Taxi,1004,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,AVERY CAB COMPANY,CHICAGO,IL,1004Taxi
Taxi,981,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,MAMA FOUR CAB CORP.,CHICAGO,IL,981Taxi
Taxi,3544,ACTIVE,NISSAN,ALTIMA,2011,WHITE/BLUE/STRIPES,Hybrid,N,AWOL TAXI INC,CHICAGO,IL,3544Taxi
Taxi,1298,SURRENDER,TOYOTA,CAMRY,2009,WHITE/STARS/STRIPES,Hybrid,N,FLAG CAB CORP.,CHICAGO,IL,1298Taxi
Taxi,3061,ACTIVE,TOYOTA,CAMRY,2011,CREAM/GREEN,Hybrid,N,SUKHI ENTERPRISES INC.,CHICAGO,IL,3061Taxi
Taxi,2144,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,AQUAMARINE TAXI INC,CHICAGO,IL,2144Taxi
Taxi,4973,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,3 ANGELS CAB CORP.,CHICAGO,IL,4973Taxi
Charter Sightseeing,14851,ACTIVE,FORD,E350,2000,WHITE,Gasoline,N,JULIEN ENTERPRISES INC,CHICAGO,IL,14851Charter Sightseeing
Taxi,6197,ACTIVE,TOYOTA,PRIUS,2014,ORANGE/BLUE,Hybrid,N,THANKSGIVING TAXI LLC,CHICAGO,IL,6197Taxi
Taxi,3677,ACTIVE,TOYOTA,PRIUS,2013,BLUE/WHITE,Hybrid,N,BO & PV CORP,CHICAGO,IL,3677Taxi
Taxi,5584,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,5584 CHICAGO CORPORATION,CHICAGO,IL,5584Taxi
Taxi,6956,INACTIVE,TOYOTA,CAMRY,2014,BLACK,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,6956Taxi
Taxi,2693,ACTIVE,TOYOTA,PRIUS,2013,WHITE/STARS/STRIPES,Hybrid,N,JEROME CAB CO,CHICAGO,IL,2693Taxi
Taxi,4308,ACTIVE,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,SHEHADEH CAB CO.,CHICAGO,IL,4308Taxi
Livery,7666,ACTIVE,LINCOLN,MKS,2013,BLACK,Gasoline,N,"PEGASUS LIMOUSINE, INC.",CHICAGO,IL,7666Livery
Livery,8017,ACTIVE,CADILLAC,XTS,2013,BLACK,Gasoline,N,"XLIMO GROUP, INC",CHICAGO,IL,8017Livery
Taxi,316,ACTIVE,TOYOTA,SCION,2011,WHITE/STARS/STRIPES,Gasoline,N,MANHATTAN HACKING CORP.,CHICAGO,IL,316Taxi
Taxi,5070,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,CHATHA ENTERPRISES INC,CHICAGO,IL,5070Taxi
Taxi,2276,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,SLS JET CAB CORP.,CHICAGO,IL,2276Taxi
Taxi,2380,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,VASEE ENTERPRISES INC,CHICAGO,IL,2380Taxi
Ambulance,5615,INACTIVE,FORD,E350,2006,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,5615Ambulance
Taxi,1536,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,BROOKLYN HACKING CORP.,CHICAGO,IL,1536Taxi
Taxi,1940,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Gasoline,N,POP CAB CO,CHICAGO,IL,1940Taxi
Livery,9260,ACTIVE,GMC,YUKON,2015,BLACK,Gasoline,N,XPRESS CAR INC,CHICAGO,IL,9260Livery
Taxi,1237,ACTIVE,FORD,ESCAPE,2010,MAROON/BLUE/STRIPES,Hybrid,N,JUSTIN LEVY CAB CORP.,CHICAGO,IL,1237Taxi
Taxi,3497,ACTIVE,TOYOTA,SCION,2013,CREAM/GREEN,Gasoline,N,EDWARD Y MOHN,CHICAGO,IL,3497Taxi
Taxi,2148,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,"DERLY'S CAB CO., INC.",CHICAGO,IL,2148Taxi
Taxi,3088,FORECLOSURE,TOYOTA,SCION,2011,CREAM/GREEN,Gasoline,N,WILLIE HENDRIX JR,CHICAGO,IL,3088Taxi
Livery,8263,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,AN EXCELSIOR TRANSPORTATION SERVICE INC,CHICAGO,IL,8263Livery
